LastActivity,AccountOwner,AccountName,State/Province,Type,Rating,LastModifiedDate,Country,HQCountry,AccountId,Region
1/31/17,Zachery Peters,"Von Maur, Inc.",Iowa,Prospect,"",7/24/20,United States,"",0016000001E0fzHAAR,CENTRAL
6/13/20,James Raspanti,Synchrony Financial,Connecticut,Customer,A - Active project (within 3 to 6  mths),6/19/20,United States,United States of America,0016000001E00ZlAAJ,NORTHEAST
12/20/17,Kateryna Hvastovich,Belmar Consulting Group Inc.,British Columbia,Prospective Partner,"",11/22/19,Canada,"",0016000001E0GOYAA3,WEST
5/20/19,Pavel Hruska,Unicredit VTS - Value Transformation Services,"",Ex-Customer,"",5/7/20,Italy,"",0016000001E0n1PAAR,EMEA
7/29/20,Marilyn Von Hoenning,Deutsche Bahn AG,"",Prospect,"",7/23/20,Germany,"",0016000001Nw1AUAAZ,EMEA
6/1/20,Kateryna Hvastovich,Trace3,California,Partner,P - Partner,6/19/20,United States,"",0016000000w1cj8AAA,WEST
3/14/19,Gary Griffith,Children's Healthcare of Atlanta Inc.,Georgia,Prospect,"",6/19/20,United States,"",0010z00001SVsDFAA1,SOUTHEAST
7/24/19,Patrick McGrath,"BBVA Compass Bancshares, Inc.",Alabama,Prospect,"",8/13/19,United States,"",0016000000w1CNYAA2,SOUTHEAST
11/30/19,James Raspanti,World Wrestling Entertainment Inc.,Connecticut,Prospect,"",6/18/20,United States,"",0010z00001QiQzMAAV,NORTHEAST
5/13/19,Adam Swaney,Terumo BCT,Colorado,Prospect,"",6/19/20,United States,"",0016000001E2aYDAAZ,WEST
7/28/20,Jason Pearson,Uber,Washington,Prospect,"",7/23/20,United States,"",0016000001E2KtoAAF,WEST
4/3/19,Pavel Hruska,Antwerp World Diamond Centre,"",Prospect,"",3/5/20,"","",0016000001EskZiAAJ,EMEA
"",Jean-Noel Roncelli,Elior,"",Prospect,"",3/31/20,"","",0010z00001YD8rTAAT,EMEA
10/7/19,Marilyn Von Hoenning,N�RNBERGER Versicherung,Bavaria,Prospect,"",6/19/20,Germany,"",0010z00001R8w5AAAR,EMEA
11/11/18,Mike Washington,Euromoney Institutional Investor,England,Prospect,"",3/5/20,United Kingdom,"",0016000001J7Rt4AAF,EMEA
2/6/17,Kateryna Hvastovich,Agile Solutions Ltd,England,Prospective Partner,"",3/5/20,United Kingdom,"",0016000001J7TpuAAF,EMEA
7/30/19,Michael Kavalle,Blue Health Intelligence,Illinois,Prospect,"",4/1/20,United States,"",0016000001MO08bAAD,MIDWEST
2/20/20,Jason Pearson,University of San Francisco,California,Prospect,"",6/19/20,United States,"",0016000001J77ZXAAZ,WEST
3/20/20,Ian Stocks,Parkdean Resorts,"",Prospect,"",3/5/20,"","",0010z00001YBlwMAAT,EMEA
7/27/20,Robert Neely,Liverpool Victoria Friendly Society Limited (LV=),England,Prospect,"",6/19/20,United Kingdom,"",0016000001J6wmTAAR,EMEA
3/13/20,Tho Yeong Chien,INFO-COMMUNICATIONS MEDIA DEVELOPMENT AUTHORITY DATA INNOVATION AND PROTECTION GROUP IMDA PDPC,"",Prospect,"",7/29/20,Singapore,"",0010z00001YAwuEAAT,APAC
6/4/19,Mike Washington,Total Gas & Power UK Ltd.,England,Prospect,"",3/5/20,United Kingdom,"",0016000001J6qzTAAR,EMEA
4/15/20,Simon Brender,Temasek Holdings Private Limited,"",Customer,"",7/29/20,Singapore,Singapore,0010z00001SBjdzAAD,APAC
6/1/18,Jason Pearson,FICO,California,Prospect,"",6/19/20,United States,"",0010z00001SAo0wAAD,WEST
9/17/19,Tho Yeong Chien,Ministry of Transport Singapore,"",Prospect,"",7/29/20,Singapore,"",0010z00001WPAtkAAH,APAC
2/26/19,Michael Kavalle,LKQ Corporation,Illinois,Prospect,"",6/19/20,United States,"",0010z00001RP93nAAD,MIDWEST
11/9/19,Adam Swaney,Young Living Essential Oils,Utah,Prospect,"",6/19/20,United States,"",0010z00001Wj0ybAAB,WEST
6/26/19,Jean-Noel Roncelli,Aviva France SA,�le-de-France,Prospect,"",6/19/20,France,"",0010z00001RQN2SAAX,EMEA
7/5/19,Christopher Marra,"Nomura Holdings America, Inc.",New York,Prospect,A - Active project (within 3 to 6  mths),6/15/20,United States,"",0010z00001Rhb6BAAR,NORTHEAST
5/20/18,Zachery Peters,Olin Corp.,Missouri,Prospect,"",7/24/20,United States,"",0010z00001RQ8bhAAD,CENTRAL
2/22/18,Jason Pearson,Oportun,California,Prospect,"",6/19/20,United States,"",0010z00001RPZLbAAP,WEST
12/11/19,Joe Hliboki,Hackensack Meridian Health,New Jersey,Prospect,"",6/15/20,United States,"",0010z00001Wj54EAAR,NORTHEAST
"",Simon Brender,Aeon,Chiba-ken,Prospect,"",6/19/20,Japan,"",0010z00001YADVPAA5,APAC
2/13/19,Tyler Bush,Health Partners Plans,Pennsylvania,Prospect,NQ - Not Qualified,6/19/20,United States,"",0010z00001SBk4pAAD,MIDWEST
2/19/20,Adam Swaney,Pearson - Colorado,Colorado,Ex-Customer,"",4/7/20,United States,"",0010z00001RQ8n9AAD,WEST
1/19/18,Zachery Peters,CommunityAmerica Credit Union,Kansas,Prospect,"",7/24/20,United States,"",0010z00001RP9K0AAL,CENTRAL
3/6/18,Kateryna Hvastovich,Elefante,California,Partner/Customer,"",11/22/19,United States,"",0010z00001RhHmoAAF,WEST
9/4/18,Pavel Hruska,Booking.com International B.V.,"",Prospect,"",6/19/20,Netherlands,"",0010z00001SW44NAAT,EMEA
3/15/18,Mike Washington,NHS Digital,England,Prospect,"",6/19/20,United Kingdom,"",0010z00001RS21vAAD,EMEA
4/17/19,Vincent Steenhuis,FCA Group,"",Prospect,"",3/5/20,ITA,"",0010z00001RfTrUAAV,EMEA
4/9/19,Kateryna Hvastovich,Kadiatek,"",Partner,"",3/5/20,"","",0010z00001V3KMkAAN,EMEA
1/23/18,Simon Skinner,VHI Healthcare,Dublin,Prospect,"",6/19/20,Ireland,"",0010z00001RPZYSAA5,EMEA
7/12/19,Gary Griffith,NASA Federal Credit Union,Maryland,Prospect,"",6/19/20,United States,"",0010z00001RPpXzAAL,NORTHEAST
7/17/20,Marilyn Von Hoenning,Zurich Gruppe Deutschland,"",Prospect,"",4/28/20,Germany,"",0010z00001RhPgLAAV,EMEA
7/25/19,Amy Rankin,Sidechain,"",Prospect,"",2/14/20,"","",0010z00001WgU9HAAV,WEST
2/19/19,Gary Griffith,National Technology Security Coalition,Georgia,Prospect,"",2/24/20,United States,"",0010z00001TPfCvAAL,SOUTHEAST
"",Jean-Noel Roncelli,La Poste,"",Prospect,"",3/31/20,"","",0010z00001YD8uHAAT,EMEA
7/22/20,David Bain,Nab,Victoria,Prospect,"",7/29/20,Australia,"",0010z00001SAMckAAH,APAC
5/10/18,Simon Brender,Touche Tohmatsu India LLP,"",Prospect,"",7/29/20,India,"",0010z00001SAGDKAA5,APAC
5/8/19,Vincent Steenhuis,ARERA (Autorit� di Regolaze per Energie Reti e Ambiente),"",Prospect,"",3/5/20,Italy,"",0010z00001S9ZkMAAV,EMEA
11/18/19,Mark Ronson,Breitburn Energy Partners LP,California,Prospect,"",6/15/20,United States,"",0010z00001TP40IAAT,WEST
9/30/19,Tyler Bush,Summa Health System,Ohio,Prospect,"",6/19/20,United States,"",0010z00001SW88JAAT,MIDWEST
2/25/19,Gary Griffith,"Red Hat, Inc.",North Carolina,Prospect,"",6/19/20,United States,"",0010z00001SVCGgAAP,SOUTHEAST
8/2/18,Kateryna Hvastovich,Hitachi Vantara GmbH,Hesse,Prospective Partner,"",3/5/20,Germany,"",0010z00001SUqP1AAL,EMEA
1/22/19,Gary Griffith,"Ultimate Software Group, Inc.",Florida,Prospect,"",6/19/20,United States,"",0010z00001S8N5WAAV,SOUTHEAST
4/27/18,Michael Kavalle,"Newly Weds Foods, Inc.",Illinois,Prospect,"",6/19/20,United States,"",0010z00001S8dnFAAR,MIDWEST
"",Kateryna Hvastovich,Forefront Consulting Group,"",Prospective Partner,"",3/5/20,Sweden,"",0010z00001SUs9dAAD,EMEA
10/24/19,Vincent Steenhuis,Saipem S.p.A.,Bergamo,Prospect,"",6/19/20,Italy,"",0010z00001RfTopAAF,EMEA
8/1/19,Youngae Kim,LINE Plus Corporation,"",Prospect,"",7/2/19,"","",0010z00001WPCNWAA5,""
7/30/20,Zachery Peters,Ameritas Life Insurance Corp,Nebraska,Prospect,"",7/24/20,United States,"",0010z00001Wft9yAAB,CENTRAL
11/1/19,Mark Ronson,"A-Mark Precious Metals, Inc.",California,Prospect,"",6/19/20,United States,"",0010z00001Ri1pXAAR,WEST
5/12/20,David Bain,IAG,New South Wales,Prospect,"",7/29/20,Australia,"",0010z00001SAMcaAAH,APAC
1/15/20,Joe Hliboki,"ADP, LLC  (Western Europe)",New Jersey,Ex-Customer,"",2/27/20,United States,"",0010z00001SUNvaAAH,NORTHEAST
8/24/18,Vincent Steenhuis,Nedbank,"",Prospect,"",4/13/20,South Africa,"",0010z00001SUv8NAAT,EMEA
7/17/20,Patrick McGrath,Change Healthcare,Tennessee,Prospect,"",6/19/20,United States,"",0010z00001S97LqAAJ,SOUTHEAST
5/6/20,Marilyn Von Hoenning,BNP Paribas Real Estate Holding GmbH,"",Prospect,"",6/19/20,Germany,"",0010z00001RiCYJAA3,EMEA
7/15/20,Marilyn Von Hoenning,DekaBank Deutsche Girozentrale,Hesse,Prospect,"",6/19/20,Germany,"",0010z00001RiCYUAA3,EMEA
10/10/19,Marilyn Von Hoenning,T�V Rheinland Service GmbH,"",Prospect,"",4/28/20,Germany,"",0010z00001RiCYlAAN,EMEA
11/6/18,Vincent Steenhuis,Rehlat,"",Prospect,"",4/13/20,Kuwait,"",0010z00001SVQ5oAAH,EMEA
4/12/19,Tho Yeong Chien,Deutsche Bank (Singapore),"",Prospect,"",7/29/20,Singapore,"",0010z00001S9RzCAAV,APAC
5/23/19,Patrick McGrath,St. Jude Children's Research Hospital,Tennessee,Prospect,"",6/19/20,United States,"",0010z00001SV8SpAAL,SOUTHEAST
7/12/19,Tho Yeong Chien,Government of Singapore Investment Corporation - GIC,"",Prospect,"",7/29/20,Singapore,"",0010z00001SUmwoAAD,APAC
7/29/20,Marilyn Von Hoenning,DHL Supply Chain GmbH,"",Prospect,"",4/28/20,Germany,"",0010z00001SUn8lAAD,EMEA
"",Jean-Noel Roncelli,Transdev,"",Prospect,"",3/31/20,"","",0010z00001YD8ttAAD,EMEA
8/13/18,Vincent Steenhuis,Tata Consultancy Services (Riyadh),"",Prospect,"",3/27/20,Saudi Arabia,"",0010z00001SUo5QAAT,EMEA
7/28/20,Tho Yeong Chien,Integrated Health Information Systems (IHiS),"",Prospect,"",7/29/20,Singapore,"",0010z00001SULHWAA5,APAC
8/28/19,Pavel Hruska,Analytics Hub,"",Partner,"",5/7/20,Russian Federation,"",0010z00001WgpkFAAR,EMEA
1/10/20,Angelo Smialkowski,Rudolf R�ser Verlag und Informationsdienste AG,"",Prospect,"",3/5/20,"","",0010z00001YAmt5AAD,EMEA
"",Jean-Noel Roncelli,Matmut,"",Prospect,"",3/31/20,"","",0010z00001YD8slAAD,EMEA
1/27/20,Shannon Kimball,Micro Focus International plc,California,Competitor,"",6/19/20,United States,"",0010z00001SA0OYAA1,WEST
1/24/19,Patrick McGrath,State of Mississippi,Mississippi,Prospect,"",6/19/20,United States,"",0010z00001TMR0jAAH,SOUTHEAST
1/28/20,Kyle Graves,Cancer Care Ontario,Ontario,Prospect,"",6/19/20,Canada,"",0010z00001RtY8BAAV,NORTHEAST
10/22/19,Adam Swaney,Antero Resources,Colorado,Prospect,"",6/19/20,United States,"",0010z00001Ri1ojAAB,WEST
7/30/20,Tho Yeong Chien,Amazon Web Services APAC,"",Partner,"",7/29/20,Singapore,"",0010z00001SUpb4AAD,APAC
10/31/19,Kateryna Hvastovich,Larsen & Toubro Infotech,"",Prospective Partner,"",5/6/20,"","",0010z00001WgmUpAAJ,NORTHEAST
4/30/20,Tho Yeong Chien,Citi (Singapore),"",Prospect,"",7/29/20,Singapore,"",0010z00001SA7rYAAT,APAC
5/29/19,Jean-Noel Roncelli,Hospices Civil de Lyon (HCL),�le-de-France,Prospect,"",6/19/20,France,"",0010z00001S8MAgAAN,EMEA
11/18/19,Youngae Kim,"underworks co.,ltd","",Prospect,"",7/29/20,"","",0010z00001YAiteAAD,APAC
7/29/19,Morgan Bryan,muhc,"",Prospect,"",8/8/19,Canada,"",0010z00001WgnxvAAB,NORTHEAST
9/5/19,Jean-Noel Roncelli,Sabis,"",Prospect,"",5/3/20,Spain,"",0010z00001TMOQMAA5,EMEA
"",Tho Yeong Chien,Wacoal Holdings,"",Prospect,"",7/3/20,Japan,"",0010z00001YAhoYAAT,APAC
"",Simon Brender,Yahoo! Japan,"",Prospect,"",5/7/20,Japan,"",0010z00001YAhoZAAT,APAC
"",Simon Brender,Yamaha Motor Company,"",Prospect,"",5/7/20,Japan,"",0010z00001YAhoaAAD,APAC
7/24/20,Mike Washington,Exasol UK,"",Prospect,"",3/18/20,"","",0010z00001Rt4u9AAB,EMEA
"",Tho Yeong Chien,IHI Corporation,"",Prospect,"",7/3/20,Japan,"",0010z00001YAho5AAD,APAC
"",Simon Brender,Japan Tabacco,"",Prospect,"",5/7/20,Japan,"",0010z00001YAho6AAD,APAC
"",Simon Brender,"JCB Co., Ltd","",Prospect,"",5/7/20,Japan,"",0010z00001YAho7AAD,APAC
"",Simon Brender,Konami Holdings,"",Prospect,"",6/19/20,Japan,"",0010z00001YAho8AAD,APAC
"",Simon Brender,"Lawson, Inc","",Prospect,"",5/7/20,Japan,"",0010z00001YAho9AAD,APAC
"",Simon Brender,Mitsubishi Fuso Truck and Bus Corporation,"",Prospect,"",5/7/20,Japan,"",0010z00001YAhoAAAT,APAC
"",Simon Brender,Mitsubishi Motors,"",Prospect,"",5/7/20,Japan,"",0010z00001YAhoBAAT,APAC
"",Simon Brender,Mitsubishi UFJ Morgan Stanley,"",Prospect,"",5/7/20,Japan,"",0010z00001YAhoCAAT,APAC
4/21/14,Simon Brender,Mitsubishi UFJ NICOS,"",Prospect,"",5/7/20,Japan,"",0010z00001YAhoDAAT,APAC
"",Simon Brender,Mitsubishi UFJ Trust and Banking Corporation,"",Prospect,"",5/7/20,Japan,"",0010z00001YAhoEAAT,APAC
"",Simon Brender,Nomura Securities,"",Prospect,"",5/7/20,Japan,"",0010z00001YAhoKAAT,APAC
9/9/19,Simon Brender,Rakuten,"",Prospect,"",7/29/20,Japan,Japan,0010z00001YAhoLAAT,APAC
"",Simon Brender,Resona Holdings,"",Prospect,"",7/29/20,Japan,"",0010z00001YAhoMAAT,APAC
"",Tho Yeong Chien,SBI SECURITIES,"",Prospect,"",7/3/20,Japan,"",0010z00001YAhoNAAT,APAC
"",Simon Brender,SEGA Holdings,"",Prospect,"",5/7/20,Japan,"",0010z00001YAhoOAAT,APAC
"",Shannon Kimball,Idaho Tax Commission,Idaho,Prospect,"",3/11/20,United States,"",0010z00001RteweAAB,WEST
"",Tho Yeong Chien,"Eisai Co., Ltd","",Prospect,"",7/3/20,Japan,"",0010z00001YAho1AAD,APAC
"",Tho Yeong Chien,FamilyMart Co. Ltd,"",Prospect,"",7/3/20,Japan,"",0010z00001YAho2AAD,APAC
"",Tho Yeong Chien,GMO Internet Inc,"",Prospect,"",7/3/20,Japan,"",0010z00001YAho3AAD,APAC
"",Simon Brender,Hino Motors,"",Prospect,"",6/19/20,Japan,"",0010z00001YAho4AAD,APAC
8/16/19,Ian Stocks,Confluent Europe Ltd,"",Prospect,"",3/5/20,"","",0010z00001WgzkhAAB,EMEA
7/29/20,Youngae Kim,encognize G.K.,"",Prospect,"",7/29/20,"","",0010z00001YAitUAAT,APAC
"",Simon Brender,YJFX,"",Prospect,"",5/7/20,Japan,"",0010z00001YAhobAAD,APAC
6/12/19,Tyler Bush,Protective Insurance,Indiana,Prospect,"",6/19/20,United States,"",0010z00001WP05HAAT,SOUTHEAST
5/29/18,Mark Ronson,Kofax Inc,California,Prospect,"",6/19/20,United States,"",0010z00001S8OhfAAF,WEST
"",Simon Brender,Mizuho Securities,"",Prospect,"",5/14/20,Japan,"",0010z00001YAhoFAAT,APAC
"",Simon Brender,Mizuho Trust & Banking,"",Prospect,"",5/14/20,Japan,"",0010z00001YAhoGAAT,APAC
"",Simon Brender,MUFG Group,"",Prospect,"",7/29/20,Japan,"",0010z00001YAhoHAAT,APAC
"",Simon Brender,Nippon Telegraph and Telephone (NTT),"",Prospect,"",6/19/20,Japan,"",0010z00001YAhoIAAT,APAC
"",Simon Brender,Nipro Corporation,"",Prospect,"",5/7/20,Japan,"",0010z00001YAhoJAAT,APAC
"",Simon Brender,SMBC Group,"",Prospect,"",5/14/20,Japan,"",0010z00001YAhoPAAT,APAC
"",Simon Brender,SMBC Nikko Securities,"",Prospect,"",5/14/20,Japan,"",0010z00001YAhoQAAT,APAC
"",Simon Brender,Sompo Holdings,"",Prospect,"",7/29/20,Japan,"",0010z00001YAhoRAAT,APAC
"",Simon Brender,Sony Interactive Entertainment,"",Prospect,"",6/19/20,Japan,"",0010z00001YAhoSAAT,APAC
"",Simon Brender,Sony Network Communications,"",Prospect,"",5/7/20,Japan,"",0010z00001YAhoTAAT,APAC
"",Simon Brender,Asics,"",Prospect,"",5/7/20,Japan,"",0010z00001YAhnrAAD,APAC
"",Simon Brender,Astellas Pharma,"",Prospect,"",5/7/20,Japan,"",0010z00001YAhnsAAD,APAC
"",Simon Brender,Bandai Namco Holdings,"",Prospect,"",5/7/20,Japan,"",0010z00001YAhntAAD,APAC
6/17/20,Simon Brender,Fujitsu,England,Prospective Partner,B - Possible project (within 3-9 mths),7/29/20,United Kingdom,"",0010z00001YAityAAD,APAC
4/30/18,Marilyn Von Hoenning,Seco Admin,"",Prospect,B - Possible project (within 3-9 mths),4/28/20,Switzerland,"",0010z00001S96DpAAJ,EMEA
"",Tho Yeong Chien,Credit Saison,"",Prospect,"",7/3/20,Japan,"",0010z00001YAhnvAAD,APAC
"",Tho Yeong Chien,CyberAgent,"",Prospect,"",7/3/20,Japan,"",0010z00001YAhnwAAD,APAC
"",Simon Brender,Daiichi Sankyo Company,"",Prospect,"",5/7/20,Japan,"",0010z00001YAhnxAAD,APAC
"",Simon Brender,Daikin Industries,"",Prospect,"",5/7/20,Japan,"",0010z00001YAhnyAAD,APAC
"",Simon Brender,DeNA Co Ltd,"",Prospect,"",5/7/20,Japan,"",0010z00001YAhnzAAD,APAC
"",Simon Brender,Descente Ltd,"",Prospect,"",5/7/20,Japan,"",0010z00001YAho0AAD,APAC
"",Simon Brender,Subaru Corporation,"",Prospect,"",5/7/20,Japan,"",0010z00001YAhoUAAT,APAC
"",Simon Brender,Sumitomo Life Insurance Company,"",Prospect,"",5/7/20,Japan,"",0010z00001YAhoVAAT,APAC
"",Tho Yeong Chien,Terumo Corporation,"",Prospect,"",7/3/20,Japan,"",0010z00001YAhoWAAT,APAC
"",Simon Brender,Tokio Marine & Nichido Fire Insurance,"",Prospect,"",5/8/20,Japan,"",0010z00001YAhoXAAT,APAC
7/29/20,Tho Yeong Chien,AIA Group Limited,"",Prospect,"",7/29/20,Hong Kong,"",0010z00001SAMc6AAH,APAC
4/24/18,Mike Washington,MERCANTURA MARITIME LTD,England,Prospect,"",3/5/20,United Kingdom,"",0010z00001SU3flAAD,EMEA
8/2/19,Gary Griffith,"Leidos Holdings, Inc",Virginia,Partner,"",5/7/20,United States,"",0010z00001ST9JBAA1,SOUTHEAST
"",Joe Hliboki,SiriusXM Satellite Radio,New York,Prospect,"",6/18/20,United States,"",0010z00001SA7M8AAL,NORTHEAST
4/12/19,Simon Brender,Tech Mahindra India,"",Prospect,"",7/29/20,India,"",0010z00001SA7nqAAD,APAC
9/5/19,Simon Brender,Ministry of Finance India,Delhi,Prospect,"",7/29/20,India,"",0010z00001WPCPSAA5,APAC
3/19/19,Tho Yeong Chien,True Corporation,"",Prospect,"",7/29/20,Thailand,"",0010z00001SUsOLAA1,APAC
7/22/19,Gary Griffith,GuideWell Source,Florida,Prospect,"",5/10/20,United States,"",0010z00001SBkHEAA1,SOUTHEAST
4/21/20,Shannon Kimball,Coast Capital Savings Credit Union,British Columbia,Prospect,"",6/19/20,Canada,"",0010z00001WgmwjAAB,WEST
6/5/19,Mark Ronson,Hyundai Capital America,California,Prospect,"",6/17/20,United States,"",0010z00001SV63wAAD,WEST
6/29/20,Joe Hliboki,Valley National Bancorp,New Jersey,Prospect,"",7/29/20,United States,"",0010z00001S8NkjAAF,NORTHEAST
2/6/20,Adam Swaney,Alagen,Arizona,Prospect,"",4/7/20,United States,"",0010z00001YBqrLAAT,WEST
7/22/20,Youngae Kim,Fujitsu Social Science Laboratory limited,"",Prospective Partner,"",7/29/20,"","",0010z00001YAiu8AAD,APAC
"",Mike Washington,BAM Nuttall Ltd.,England,Prospect,"",6/19/20,United Kingdom,"",0010z00001V3gsnAAB,EMEA
5/26/20,Angelo Smialkowski,Ente Ospedaliero Cantonale (EOC),"",Prospect,"",3/5/20,"","",0010z00001YAjBJAA1,EMEA
10/14/19,Jean-Noel Roncelli,Groupe Caisse des D�p�ts,"",Prospect,"",5/7/20,France,"",0010z00001S8LC8AAN,EMEA
"",Mike Washington,Lawrence Harvey Group,England,Prospect,"",6/19/20,United Kingdom,"",0010z00001SA0MXAA1,EMEA
6/11/18,Adam Swaney,Axon,Arizona,Prospect,"",4/7/20,United States,"",0010z00001ST6sDAAT,WEST
1/8/20,James Raspanti,LIMRA,"",Prospect,"",6/19/20,United States,"",0010z00001YAjZmAAL,NORTHEAST
6/6/19,Jean-Noel Roncelli,L'Or�al,�le-de-France,Prospect,"",6/19/20,France,"",0010z00001SV4uTAAT,EMEA
2/27/19,Shannon Kimball,Esterline Technologies Corporation,Washington,Prospect,"",6/19/20,United States,"",0010z00001RiLyBAAV,WEST
9/28/18,Vincent Steenhuis,BMR Turkiye,"",Prospect,"",4/13/20,Turkey,"",0010z00001SBinAAAT,EMEA
10/2/18,Tyler Bush,Paycor,Ohio,Prospect,"",6/19/20,United States,"",0010z00001RicGBAAZ,MIDWEST
10/17/18,Shannon Kimball,"Savers, Inc.",Washington,Prospect,"",6/19/20,United States,"",0010z00001SUvbyAAD,WEST
11/6/18,Marilyn Von Hoenning,DHL Express GmbH,"",Prospect,"",4/28/20,Germany,"",0010z00001SUnB1AAL,EMEA
6/3/20,Tho Yeong Chien,ST Electronics (Info-Software Systems) Pte Ltd,"",Prospective Partner,"",7/29/20,Singapore,"",0010z00001YDCBsAAP,APAC
11/5/19,Kateryna Hvastovich,Keyrus,�le-de-France,Partner,"",6/19/20,France,"",0010z00001SCCLBAA5,EMEA
4/23/18,Pavel Hruska,Hellenic Bank,"",Prospect,"",3/5/20,Cyprus,"",0010z00001SB1vEAAT,EMEA
2/4/19,Marilyn Von Hoenning,Bayerischer  Sparkassen Verband,"",Prospect,"",4/28/20,Germany,"",0010z00001Rss7qAAB,EMEA
2/23/18,Kyle Graves,Saylent Technologies,Massachusetts,Prospect,"",6/19/20,United States,"",0010z00001RerhJAAR,NORTHEAST
12/11/19,Christopher Marra,BlackRock,"",Prospect,"",7/2/20,"","",0010z00001WhvGxAAJ,NORTHEAST
9/26/19,Gary Griffith,Fidelity National Financial,Florida,Prospect,"",6/19/20,United States,"",0010z00001SBtDGAA1,SOUTHEAST
12/17/19,David Bain,QBE Insurance Group Limited,"",Prospect,"",7/29/20,Australia,"",0010z00001WPCIMAA5,APAC
1/22/19,Vincent Steenhuis,South African Airways,Gauteng,Prospect,"",3/5/20,South Africa,"",0010z00001TMQKzAAP,EMEA
6/5/18,Jason Pearson,First San Francisco Partners,California,Prospect,"",6/19/20,United States,"",0010z00001SBgNPAA1,WEST
8/29/19,Michael Mosert,Dirk Rossmann GmbH,NDS,Prospect,"",3/5/20,DEU,"",0010z00001SW1u9AAD,EMEA
6/1/18,Vincent Steenhuis,The Belize Bank Ltd.,"",Prospect,"",3/5/20,Belize,"",0010z00001SBu4FAAT,EMEA
"",Jean-Noel Roncelli,Orpi,"",Prospect,"",3/31/20,"","",0010z00001YD8sIAAT,EMEA
7/27/20,Kateryna Hvastovich,Aerow,"",Prospective Partner,"",3/5/20,"","",0010z00001Wi4nRAAR,EMEA
6/19/19,Tyler Bush,RoundTower Technologies,Ohio,Prospective Partner,"",6/19/20,United States,"",0010z00001TMQwqAAH,MIDWEST
6/4/20,David Bain,Westpac Banking Corporation,New South Wales,Prospect,"",7/29/20,Australia,"",0010z00001SAMcQAAX,APAC
4/16/20,David Bain,AMP Limited,New South Wales,Prospect,"",7/29/20,Australia,"",0010z00001SAMcVAAX,APAC
5/8/19,Vincent Steenhuis,SoftStrategy,"",Prospect,"",3/5/20,Italy,"",0010z00001SC1IvAAL,EMEA
6/6/19,Vincent Steenhuis,Allianz France,"",Prospect,"",3/5/20,FRA,"",0010z00001SAnZ0AAL,EMEA
6/3/20,Patrick McGrath,Hancock Whitney Corporation,Mississippi,Prospect,"",5/7/20,United States,"",0010z00001SCBXPAA5,SOUTHEAST
4/17/19,Vincent Steenhuis,Deloitte Italia,"",Prospect,"",3/5/20,Italy,"",0010z00001RhhBhAAJ,EMEA
8/6/19,Mark Ronson,Cylance,California,Prospect,"",6/19/20,United States,"",0010z00001WgoAbAAJ,WEST
12/4/19,Mark Ronson,CalAtlantic Homes,California,Prospect,"",6/15/20,United States,"",0010z00001Ri1quAAB,WEST
"",Joe Hliboki,Tata Consultancy Services Ltd,New Jersey,Prospect,"",2/27/20,United States,"",0010z00001SA7OdAAL,NORTHEAST
5/26/20,Jean-Noel Roncelli,TOTAL,�le-de-France,Prospect,"",7/24/20,France,"",0016000001Ck70FAAR,EMEA
4/17/19,Vincent Steenhuis,Ministero dell'Interno,"",Prospect,"",5/1/20,Italy,"",0010z00001QBisEAAT,EMEA
"",Vincent Steenhuis,CRIF,"",Prospect,"",3/5/20,"","",0016000001CkGNaAAN,EMEA
3/30/10,Marilyn Von Hoenning,R+V Versicherung AG,Hesse,Prospect,R - Customer,6/19/20,Germany,"",0016000000iQt1uAAC,EMEA
4/17/19,Vincent Steenhuis,Da Ros e Associati,"",Prospect,"",3/5/20,Italy,"",0010z00001QBisTAAT,EMEA
6/9/14,Simon Brender,"Ymirlink, Inc","",Ex-Customer,"",6/6/19,JPN,"",0016000000iNyW4AAK,APAC
3/12/20,Jean-Noel Roncelli,Credit Info,"",Prospect,"",3/5/20,Spain,"",0010z00001SWf3dAAD,EMEA
11/29/17,Tyler Bush,Apple Leisure Group,Pennsylvania,Prospect,"",6/19/20,United States,"",0016000001NHHwZAAX,MIDWEST
11/27/19,Gary Griffith,Duke Health,North Carolina,Prospect,"",6/19/20,United States,"",0016000000n9DbYAAU,SOUTHEAST
1/22/13,Mike Washington,Wonga.com,England,Prospect,"",6/19/20,United Kingdom,"",0016000000n7MgMAAU,EMEA
4/17/19,Vincent Steenhuis,Max Italia,Frosinone,Prospect,"",6/19/20,Italy,"",0010z00001QBisJAAT,EMEA
1/30/13,Tyler Bush,"RGIS, LLC",Michigan,Prospect,"",6/18/20,United States,"",0016000000o8nQqAAI,SOUTHEAST
9/14/18,Tyler Bush,Trinity Health Corporation,Michigan,Prospect,"",6/18/20,United States,"",0016000000ncQTfAAM,SOUTHEAST
5/15/20,Kyle Graves,Hanover Insurance Group,Massachusetts,Prospect,"",6/19/20,United States,"",0016000000ossX5AAI,NORTHEAST
7/25/19,Patrick McGrath,Hilliard Lyons,Kentucky,Prospect,"",6/19/20,United States,"",0010z00001SVs6OAAT,SOUTHEAST
5/23/19,Jason Pearson,Zuora,California,Prospect,"",6/19/20,United States,"",0010z00001WOeUCAA1,WEST
3/29/13,Michael Kavalle,"Classified Ventures, LLC",Illinois,Prospect,"",4/1/20,United States,"",0016000000oAFphAAG,MIDWEST
